"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","EDUADULT","TRY","PC_25_64","A","2018",45.188133,
"FIN","EDUADULT","TRY","PC_25_64","A","2019",45.93438,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2000",40.54805,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2003",42.862675,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2004",43.440392,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2005",44.158085,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2006",44.494862,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2007",44.152626,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2008",44.489677,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2009",44.704552,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2010",44.836487,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2011",44.406101,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2012",45.135994,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2013",45.345337,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2014",44.730209,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2015",44.410244,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2016",44.312881,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2017",43.799568,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2018",43.885674,
"FIN","EDUADULT","UPPSRY","PC_25_64","A","2019",44.329529,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2000",37.759026,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2001",36.132778,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2002",35.226971,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2003",34.777859,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2004",34.187824,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2005",33.189934,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2006",32.571041,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2007",31.532801,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2008",30.401829,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2009",29.745792,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2010",29.233322,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2011",28.385553,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2012",27.465466,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2013",25.153784,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2014",22.681496,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2015",22.467602,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2016",21.89171,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2017",21.615114,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2018",20.640024,
"FRA","EDUADULT","BUPPSRY","PC_25_64","A","2019",19.56168,
"FRA","EDUADULT","TRY","PC_25_64","A","2000",21.58481,
"FRA","EDUADULT","TRY","PC_25_64","A","2001",23.020861,
"FRA","EDUADULT","TRY","PC_25_64","A","2002",23.98011,
"FRA","EDUADULT","TRY","PC_25_64","A","2003",23.917387,
"FRA","EDUADULT","TRY","PC_25_64","A","2004",24.383652,
"FRA","EDUADULT","TRY","PC_25_64","A","2005",25.425774,
"FRA","EDUADULT","TRY","PC_25_64","A","2006",26.183411,
"FRA","EDUADULT","TRY","PC_25_64","A","2007",26.646099,
"FRA","EDUADULT","TRY","PC_25_64","A","2008",27.233906,
"FRA","EDUADULT","TRY","PC_25_64","A","2009",28.588057,
"FRA","EDUADULT","TRY","PC_25_64","A","2010",29.006897,
"FRA","EDUADULT","TRY","PC_25_64","A","2011",29.767,
"FRA","EDUADULT","TRY","PC_25_64","A","2012",30.856123,
"FRA","EDUADULT","TRY","PC_25_64","A","2013",32.105263,
"FRA","EDUADULT","TRY","PC_25_64","A","2014",33.539047,
"FRA","EDUADULT","TRY","PC_25_64","A","2015",34.085361,
"FRA","EDUADULT","TRY","PC_25_64","A","2016",34.582485,
"FRA","EDUADULT","TRY","PC_25_64","A","2017",35.213791,
"FRA","EDUADULT","TRY","PC_25_64","A","2018",36.897491,
"FRA","EDUADULT","TRY","PC_25_64","A","2019",37.904724,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2000",40.656166,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2001",40.846359,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2002",40.792923,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2003",41.304752,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2004",41.428524,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2005",41.384293,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2006",41.245548,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2007",41.821098,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2008",42.364265,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2009",41.666153,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2010",41.759781,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2011",41.847446,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2012",41.67841,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2013",42.740952,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2014",43.779457,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2015",43.447037,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2016",43.525806,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2017",43.171093,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2018",42.462482,
"FRA","EDUADULT","UPPSRY","PC_25_64","A","2019",42.533596,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2000",18.273834,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2001",17.3916,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2002",17.012363,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2003",16.622698,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2004",16.099459,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2005",16.892855,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2006",16.763083,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2007",15.584911,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2008",14.668834,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2009",14.520243,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2010",14.189683,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2011",13.74963,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2012",13.699094,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2013",13.679199,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2014",13.096583,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2015",13.208749,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2016",13.523512,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2017",13.478389,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2018",13.324821,
"DEU","EDUADULT","BUPPSRY","PC_25_64","A","2019",13.27747,
"DEU","EDUADULT","TRY","PC_25_64","A","2000",23.498837,
"DEU","EDUADULT","TRY","PC_25_64","A","2001",23.222008,
"DEU","EDUADULT","TRY","PC_25_64","A","2002",23.427382,
"DEU","EDUADULT","TRY","PC_25_64","A","2003",23.982014,
"DEU","EDUADULT","TRY","PC_25_64","A","2004",24.931704,
"DEU","EDUADULT","TRY","PC_25_64","A","2005",24.552816,
"DEU","EDUADULT","TRY","PC_25_64","A","2006",23.947578,
"DEU","EDUADULT","TRY","PC_25_64","A","2007",24.299988,
"DEU","EDUADULT","TRY","PC_25_64","A","2008",25.400061,
"DEU","EDUADULT","TRY","PC_25_64","A","2009",26.385326,
"DEU","EDUADULT","TRY","PC_25_64","A","2010",26.609148,
"DEU","EDUADULT","TRY","PC_25_64","A","2011",27.562323,
"DEU","EDUADULT","TRY","PC_25_64","A","2012",28.121572,
"DEU","EDUADULT","TRY","PC_25_64","A","2013",28.47327,
"DEU","EDUADULT","TRY","PC_25_64","A","2014",27.057884,
"DEU","EDUADULT","TRY","PC_25_64","A","2015",27.638235,
"DEU","EDUADULT","TRY","PC_25_64","A","2016",28.291723,
"DEU","EDUADULT","TRY","PC_25_64","A","2017",28.58337,
"DEU","EDUADULT","TRY","PC_25_64","A","2018",29.065134,
"DEU","EDUADULT","TRY","PC_25_64","A","2019",29.900126,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2000",58.227329,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2001",59.386391,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2002",59.560257,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2003",59.395287,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2004",58.968838,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2005",58.554329,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2006",59.289337,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2007",60.115101,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2008",59.931107,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2009",59.094433,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2010",59.201168,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2011",58.688049,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2012",58.179337,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2013",57.84753,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2014",59.845531,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2015",59.153015,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2016",58.184765,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2017",57.93824,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2018",57.610046,
"DEU","EDUADULT","UPPSRY","PC_25_64","A","2019",56.822407,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2000",50.712349,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2001",49.770618,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2002",48.158752,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2003",46.452507,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2004",43.350311,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2005",42.286209,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2006",40.75304,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2007",39.922272,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2008",38.692974,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2009",38.5051,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2010",37.26366,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2011",35.445217,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2012",34.217484,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2013",32.80518,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2014",31.733679,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2015",29.780088,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2016",28.349747,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2017",27.290607,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2018",26.630527,
"GRC","EDUADULT","BUPPSRY","PC_25_64","A","2019",26.043503,
"GRC","EDUADULT","TRY","PC_25_64","A","2000",17.672335,
"GRC","EDUADULT","TRY","PC_25_64","A","2001",18.067701,
"GRC","EDUADULT","TRY","PC_25_64","A","2002",18.793383,
"GRC","EDUADULT","TRY","PC_25_64","A","2003",19.299871,
"GRC","EDUADULT","TRY","PC_25_64","A","2004",21.286716,
"GRC","EDUADULT","TRY","PC_25_64","A","2005",21.472097,
"GRC","EDUADULT","TRY","PC_25_64","A","2006",22.428827,
"GRC","EDUADULT","TRY","PC_25_64","A","2007",22.893152,
"GRC","EDUADULT","TRY","PC_25_64","A","2008",23.535585,
"GRC","EDUADULT","TRY","PC_25_64","A","2009",23.656685,
"GRC","EDUADULT","TRY","PC_25_64","A","2010",24.744848,
"GRC","EDUADULT","TRY","PC_25_64","A","2011",26.112072,
"GRC","EDUADULT","TRY","PC_25_64","A","2012",26.719267,
"GRC","EDUADULT","TRY","PC_25_64","A","2013",27.423178,
"GRC","EDUADULT","TRY","PC_25_64","A","2014",28.105659,
"GRC","EDUADULT","TRY","PC_25_64","A","2015",29.057495,
"GRC","EDUADULT","TRY","PC_25_64","A","2016",30.231607,
"GRC","EDUADULT","TRY","PC_25_64","A","2017",31.027514,
"GRC","EDUADULT","TRY","PC_25_64","A","2018",31.739904,
"GRC","EDUADULT","TRY","PC_25_64","A","2019",31.890486,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2000",31.615318,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2001",32.161682,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2002",33.047863,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2003",34.24762,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2004",35.362972,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2005",36.241695,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2006",36.81813,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2007",37.184578,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2008",37.771439,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2009",37.838215,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2010",37.991489,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2011",38.442711,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2012",39.063248,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2013",39.771641,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2014",40.160664,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2015",41.162418,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2016",41.418648,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2017",41.681881,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2018",41.629566,
"GRC","EDUADULT","UPPSRY","PC_25_64","A","2019",42.06601,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2000",30.781889,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2001",29.98584,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2002",28.577425,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2003",25.927795,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2004",24.64992,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2005",23.609816,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2006",21.9265,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2007",20.79417,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2008",20.296638,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2009",19.425785,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2010",18.707645,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2011",18.232164,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2012",17.879883,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2013",17.505869,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2014",16.905603,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2015",16.783051,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2016",16.637701,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2017",15.97375,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2018",15.138174,
"HUN","EDUADULT","BUPPSRY","PC_25_64","A","2019",15.026365,
"HUN","EDUADULT","TRY","PC_25_64","A","2000",14.041859,
"HUN","EDUADULT","TRY","PC_25_64","A","2001",13.984717,
"HUN","EDUADULT","TRY","PC_25_64","A","2002",14.211662,
"HUN","EDUADULT","TRY","PC_25_64","A","2003",15.416001,
"HUN","EDUADULT","TRY","PC_25_64","A","2004",16.748745,
"HUN","EDUADULT","TRY","PC_25_64","A","2005",17.083904,
"HUN","EDUADULT","TRY","PC_25_64","A","2006",17.699047,
"HUN","EDUADULT","TRY","PC_25_64","A","2007",18.048761,
"HUN","EDUADULT","TRY","PC_25_64","A","2008",19.197906,
"HUN","EDUADULT","TRY","PC_25_64","A","2009",19.86219,
"HUN","EDUADULT","TRY","PC_25_64","A","2010",20.121918,
"HUN","EDUADULT","TRY","PC_25_64","A","2011",21.124001,
"HUN","EDUADULT","TRY","PC_25_64","A","2012",22.046715,
"HUN","EDUADULT","TRY","PC_25_64","A","2013",22.505821,
"HUN","EDUADULT","TRY","PC_25_64","A","2014",23.356073,
"HUN","EDUADULT","TRY","PC_25_64","A","2015",24.242552,
"HUN","EDUADULT","TRY","PC_25_64","A","2016",23.713329,
"HUN","EDUADULT","TRY","PC_25_64","A","2017",24.054041,
"HUN","EDUADULT","TRY","PC_25_64","A","2018",25.101177,
"HUN","EDUADULT","TRY","PC_25_64","A","2019",25.981535,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2000",55.17625,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2001",56.029442,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2002",57.210911,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2003",58.6562,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2004",58.601334,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2005",59.306282,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2006",60.374454,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2007",61.157066,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2008",60.505455,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2009",60.712025,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2010",61.170437,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2011",60.643833,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2012",60.073402,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2013",59.988312,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2014",59.738323,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2015",58.9744,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2016",59.648968,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2017",59.972206,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2018",59.760651,
"HUN","EDUADULT","UPPSRY","PC_25_64","A","2019",58.9921,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2003",34.262501,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2004",33.643612,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2005",31.825998,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2006",31.31949,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2007",30.819305,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2008",30.940493,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2009",30.005922,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2010",29.282291,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2011",29.195244,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2012",29.207808,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2013",27.830322,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2014",26.74341,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2015",25.303907,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2016",22.001961,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2017",22.86241,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2018",22.127008,
"ISL","EDUADULT","BUPPSRY","PC_25_64","A","2019",21.476316,
"ISL","EDUADULT","TRY","PC_25_64","A","2003",27.861868,
"ISL","EDUADULT","TRY","PC_25_64","A","2004",27.94356,
"ISL","EDUADULT","TRY","PC_25_64","A","2005",29.471401,
"ISL","EDUADULT","TRY","PC_25_64","A","2006",30.411818,
"ISL","EDUADULT","TRY","PC_25_64","A","2007",30.804794,
"ISL","EDUADULT","TRY","PC_25_64","A","2008",31.591888,
"ISL","EDUADULT","TRY","PC_25_64","A","2009",32.907246,
"ISL","EDUADULT","TRY","PC_25_64","A","2010",32.632442,
"ISL","EDUADULT","TRY","PC_25_64","A","2011",33.774651,
"ISL","EDUADULT","TRY","PC_25_64","A","2012",35.01783,
"ISL","EDUADULT","TRY","PC_25_64","A","2013",36.08242,
"ISL","EDUADULT","TRY","PC_25_64","A","2014",37.088051,
"ISL","EDUADULT","TRY","PC_25_64","A","2015",38.841152,
"ISL","EDUADULT","TRY","PC_25_64","A","2016",40.475002,
"ISL","EDUADULT","TRY","PC_25_64","A","2017",42.38409,
"ISL","EDUADULT","TRY","PC_25_64","A","2018",43.749649,
"ISL","EDUADULT","TRY","PC_25_64","A","2019",45.038918,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2003",37.875629,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2004",38.412827,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2005",38.702599,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2006",38.268692,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2007",38.3759,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2008",37.467621,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2009",37.08683,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2010",38.085266,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2011",37.030106,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2012",35.774364,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2013",36.087257,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2014",36.168541,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2015",35.854942,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2016",37.523037,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2017",34.753498,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2018",34.123341,
"ISL","EDUADULT","UPPSRY","PC_25_64","A","2019",33.484768,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2000",42.706924,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2001",44.735104,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2002",40.004444,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2003",38.298161,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2004",37.160995,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2005",35.466724,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2006",33.656101,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2007",32.273792,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2008",30.546635,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2009",28.832077,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2010",27.225185,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2011",26.365326,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2012",25.367115,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2013",23.273964,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2014",21.187292,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2015",20.182577,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2017",17.994549,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2018",16.825432,
"IRL","EDUADULT","BUPPSRY","PC_25_64","A","2019",16.342726,
"IRL","EDUADULT","TRY","PC_25_64","A","2000",21.613003,
"IRL","EDUADULT","TRY","PC_25_64","A","2001",23.577002,
"IRL","EDUADULT","TRY","PC_25_64","A","2002",24.814322,
"IRL","EDUADULT","TRY","PC_25_64","A","2003",26.308289,
"IRL","EDUADULT","TRY","PC_25_64","A","2004",27.820133,
"IRL","EDUADULT","TRY","PC_25_64","A","2005",29.074234,
"IRL","EDUADULT","TRY","PC_25_64","A","2006",31.095585,
"IRL","EDUADULT","TRY","PC_25_64","A","2007",32.39011,
"IRL","EDUADULT","TRY","PC_25_64","A","2008",33.902611,
"IRL","EDUADULT","TRY","PC_25_64","A","2009",35.822323,
"IRL","EDUADULT","TRY","PC_25_64","A","2010",37.584061,
"IRL","EDUADULT","TRY","PC_25_64","A","2011",38.162312,
"IRL","EDUADULT","TRY","PC_25_64","A","2012",39.69788,
"IRL","EDUADULT","TRY","PC_25_64","A","2013",41.47068,
"IRL","EDUADULT","TRY","PC_25_64","A","2014",40.967049,
"IRL","EDUADULT","TRY","PC_25_64","A","2015",42.806118,
"IRL","EDUADULT","TRY","PC_25_64","A","2017",45.65897,
"IRL","EDUADULT","TRY","PC_25_64","A","2018",46.935135,
"IRL","EDUADULT","TRY","PC_25_64","A","2019",47.306587,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2000",35.680077,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2001",31.687897,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2002",35.181232,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2003",35.393551,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2004",35.018871,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2005",35.459042,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2006",35.248314,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2007",35.336098,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2008",35.550751,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2009",35.3456,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2010",35.190754,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2011",35.472363,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2012",34.935005,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2013",35.255356,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2014",37.845661,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2015",37.011307,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2017",36.346481,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2018",36.239433,
"IRL","EDUADULT","UPPSRY","PC_25_64","A","2019",36.350685,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2000",57.886444,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2001",56.725201,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2002",55.637676,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2003",51.586433,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2004",51.4006,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2005",49.913864,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2006",48.710896,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2007",47.700294,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2008",46.687767,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2009",45.698818,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2010",44.825645,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2011",43.971539,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2012",42.763065,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2013",41.84333,
"ITA","EDUADULT","BUPPSRY","PC_25_64","A","2014",40.693222,
